background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 3438-g (7-lb 9-oz) female newborn is delivered in the hospital at term to a 24-year-old primigravid woman after an uncomplicated pregnancy. Apgar scores are 8 and 9 at 1 and 5 minutes, respectively. Examination of the newborn shows ambiguous genitalia. Results of a blood analysis show markedly increased serum concentrations of 17- hydroxyprogesterone. Genetic analysis shows a karyotype of 46,XX. Further testing of this newborn is most likely to show a deficiency of which of the following enzymes?",Further testing of this newborn is most likely to show a deficiency of which of the following enzymes?,"
A. 11β-Hydroxylase 
B. 21α-Hydroxylase 
C. 3α-Hydroxysteroid dehydrogenase 
D. 3β-Hydroxysteroid dehydrogenase 
E. 5α-Reductase 
F. 17α-Reductase
",B,A,False,"The given information describes a neonate with ambiguous genitalia who has been diagnosed with congenital adrenal hyperplasia (CAH). CAH is caused by mutations in genes that encode enzymes involved in steroid hormone synthesis. The enzyme deficient in this condition is 11β-hydroxylase, which catalyzes the conversion of cholesterol to pregnenolone. This enzyme defect leads to abnormal steroidogenesis, resulting in elevated levels of 17-hydroxyprogesterone (17-OHP), a precursor to cortisol and aldosterone. The other options can be ruled out based on the provided information: B. 21α-Hydroxylase - This enzyme is responsible for converting progesterone to estradiol and does not play a role in the pathophysiology described here. C. 3α-Hydroxysteroid dehydrogenase - This enzyme is involved in the metabolism of steroids but is not specifically linked to the symptoms presented. D. 3β-Hydroxysteroid dehydrogenase - Similar to 3α-Hydroxysteroid dehydrogenase, it is part of the steroid metabolic pathway but not directly related to the specific enzymatic defect mentioned. E. 5α-Reductase - This enzyme converts testosterone to DHT and is not implicated in the development of ambiguous genitalia in CAH cases. F. 17α-Reductase - This enzyme is also not relevant to the biochemical abnormalities observed in CAH patients. Given these explanations, the primary enzyme deficiency leading to the clinical presentation of ambiguous genitalia in this newborn is 11β-hydroxylase.",0.0,0.05,0.2511,0.1026,0.0259,0.0684,0.0684,0.4542,0.5723,0.65
"A 27-year-old woman comes to the emergency department because of a 1-hour history of severe shortness of breath. She has just returned from a cross-country flight. She has a history of borderline hypertension. Her temperature is 36.9°C (98.5°F), pulse is 113/min, respirations are 28/min, and blood pressure is 138/85 mm Hg. Physical examination shows that the right calf has an increased circumference compared with the left calf, and there is tenderness behind the right knee. Which of the following is the most likely underlying cause of this patient's condition?",Which of the following is the most likely underlying cause of this patient's condition?,"
A. Antithrombin III deficiency 
B. Factor V Leiden mutation 
C. Glanzmann thrombasthenia 
D. Protein C deficiency 
E. von Willebrand disease
",B,E,False,"Von Willebrand Disease (vWD) is a genetic disorder characterized by reduced levels or impaired function of von Willebrand factor (vWF). This leads to prolonged bleeding times and easy bruising. The symptoms can vary widely but often include mild to moderate bleeding after minor injuries or surgery, as well as more severe bleeding in children and adolescents. In this case, the patient presents with a sudden onset of severe shortness of breath, which could be indicative of a pulmonary embolism if it were due to vWD. However, the physical findings such as an enlarged calf on the affected side and tenderness behind the right knee suggest a different diagnosis related to venous thromboembolism (VTE). von Willebrand disease typically affects males more frequently than females, and its clinical presentation includes: 1. Bleeding disorders: Easy bruising, nosebleeds, gum bleeding, heavy menstrual periods. 2. Hemarthrosis: Joint bleeding leading to swelling and pain. 3. Recurrent miscarriages in women with hemostatic defects. 4. Increased risk of deep vein thrombosis (DVT) and pulmonary embolism (PE). Given the patient's history of borderline hypertension and recent travel, the presence of a tender mass behind the right knee suggests a potential DVT rather than a bleeding issue. The combination of these factors points towards a diagnosis of venous thromboembolism, specifically a deep vein thrombosis affecting the right leg. While antithrombin III deficiency (option A), Factor V Leiden mutation (option B), Glanzmann thrombasthenia (option C), and protein C deficiency (option D) can all lead to thrombotic events, they do not typically present with the specific physical signs observed in this case. Therefore, among the given options, von Willebrand disease is the most likely underlying cause of the patient's condition.",0.0122,0.0361,0.2799,0.0949,0.0614,0.0881,0.0881,0.4809,0.5442,0.756
"A 17-year-old boy is brought to the clinic for a follow-up examination. He has been evaluated for three episodes of full-body weakness at the ages of 13, 16, and 17 years. Each episode occurred when he lay down after playing in a football scrimmage. The weakness improved spontaneously during the next 6 hours; he was asymptomatic by the time he was evaluated by medical personnel. The patient attributes the episodes to eating ""a lot of pasta and salty foods"" prior to playing football. Results of a complete blood count and comprehensive metabolic profile following each episode have been within the reference ranges. He has no history of serious illness and takes no medications. Vital signs are within normal limits. Physical and neurologic examinations disclose no abnormalities. Which of the following serum concentrations is most likely to be abnormal if measured during one of this patient's episodes?",Which of the following serum concentrations is most likely to be abnormal if measured during one of this patient's episodes?,"
A. Calcium 
B. Chloride 
C. Magnesium 
D. Potassium 
E. Sodium
",D,A,False,"Calcium is the most likely to be abnormal if measured during one of this patient's episodes because: 1. Muscle Weakness: Muscle weakness observed during these episodes suggests that there might be an electrolyte imbalance affecting muscle function. 2. Electrolytes: Among the options provided, calcium plays a crucial role in maintaining proper neuromuscular function. It helps transmit nerve impulses and relax muscles. An abnormally low level of calcium can lead to muscle cramps, spasms, and weakness. 3. Reference Range: The patient's results from previous evaluations were within the reference range, which supports the idea that the current symptoms could be related to a temporary electrolyte disturbance rather than a chronic condition. 4. Symptoms Matching: The described symptoms (full-body weakness) align well with hypocalcemia (low calcium levels), especially considering the timing of the episodes post-playing football, where physical exertion can deplete calcium stores in the body. While chloride, magnesium, potassium, and sodium also play important roles in bodily functions, they do not typically cause immediate muscle weakness as effectively as calcium deficiency does. Therefore, among the given options, calcium is the most plausible candidate for being abnormal during one of the patient's episodes.",0.0452,0.0714,0.3576,0.1659,0.1302,0.1382,0.1382,0.5277,0.5542,0.7782
A 20-year-old woman is brought to the urgent care center because of a 2-month history of progressive weakness of her arms. She also has a 1-week history of moderate back pain and headache. Her only medication is ibuprofen as needed for pain. Muscle strength is 3/5 in the upper extremities. Sensation to pinprick is decreased over the upper extremities. MRI of the spine shows a central syrinx in the cervical spinal cord. It is most appropriate to obtain specific additional history regarding which of the following in this patient?,It is most appropriate to obtain specific additional history regarding which of the following in this patient?,"
A. Diet 
B. Family illness 
C. Recent travel 
D. Trauma 
E. Unintended weight loss
",D,C,False,"This patient's symptoms suggest a condition known as syringomyelia, which can be caused by various factors including trauma, infection, or congenital abnormalities. The presence of a central syrinx in the cervical spinal cord indicates that there may have been some form of injury or abnormality during development that led to the formation of the syrinx. Therefore, it would be important to inquire about recent travel, especially if the patient had recently traveled to areas where certain infections (such as tuberculosis) could potentially cause such conditions. Options Analysis: A. Diet - While diet might indirectly affect overall health, it does not directly relate to the specific neurological issue described. B. Family illness - This information is relevant but less likely to be directly linked to the current symptoms unless there is a family history of similar conditions. C. Recent travel - Given the mention of a central syrinx, which suggests an underlying developmental anomaly or injury, asking about recent travel becomes crucial. Traveling to regions with endemic diseases like tuberculosis could explain the presence of a syrinx. D. Trauma - Although trauma could lead to syringomyelia, the question specifically asks for additional history related to the condition itself rather than general trauma. E. Unintended weight loss - Weight loss is often associated with chronic illnesses but is not typically mentioned in the context of syringomyelia. In conclusion, while all options are somewhat relevant to the patient's medical history, the most pertinent additional history would be concerning recent travel due to its potential role in causing the central syrinx observed on MRI.",0.0,0.0381,0.1978,0.0949,0.0221,0.0657,0.0657,0.4603,0.5358,0.617
"A 15-year-old girl is brought to the rehabilitation facility for physical therapy. Two months ago, she was involved in a motor vehicle collision in which she sustained a crush injury to the ulnar nerve at the right elbow. Neurologic examination shows severe weakness and atrophy of the intrinsic muscles of the right hand. When the patient is asked to grasp the therapist’s fingers, right handgrip is noticeably weaker than left handgrip. Sensation to pinprick and fine touch is decreased at the palmar aspect of the ring and small fingers of the right hand. No other deficits are noted. Which of the following cell types is critical for recovery of neurologic function in this patient?",Which of the following cell types is critical for recovery of neurologic function in this patient?,"
A. Astrocytes 
B. Oligodendrocytes 
C. Satellite cells 
D. Schwann cells 
E. Tanycytes
",D,D,True,"Schwann cells play a crucial role in the regeneration of peripheral nerves after damage. In cases where an ulnar nerve injury has occurred, leading to paralysis and atrophy of the intrinsic muscles of the right hand, Schwann cells become active during the repair process. These cells form myelin sheaths around axons, which helps restore electrical conduction along the damaged nerve fibers. The presence of Schwann cells indicates that there is ongoing neural regeneration in the affected area. While astrocytes (option A) and satellite cells (option C) also contribute to tissue repair, they do not specifically facilitate the regeneration of injured peripheral nerves as effectively as Schwann cells do. Oligodendrocytes (option B), which are found in the central nervous system, are responsible for producing myelin sheaths but are not directly involved in peripheral nerve repair. Tanycytes (option E) are less well-known and their specific role in nerve regeneration is not extensively studied compared to Schwann cells. In summary, Schwann cells are the most critical cell type for recovery of neurologic function in this patient due to their direct involvement in repairing and regenerating the injured ulnar nerve.",0.0243,0.0622,0.388,0.1379,0.0796,0.1281,0.1281,0.5546,0.64,0.7506
"A 3-year-old boy is brought to the office because of a 2-day history of bulging of his left eye. He says his eye hurts. He has no history of major medical illness or recent trauma to the area, and he receives no medications. Vital signs are within normal limits. Physical examination shows exophthalmos of the left eye. MRI of the brain shows a 2-cm mass involving the ocular muscles of the left eye. A biopsy specimen of the mass shows malignant cells, some of which have striations. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Neuroblastoma 
B. Pheochromocytoma 
C. Retinoblastoma 
D. Rhabdomyosarcoma 
E. Thyroid cancer
",D,E,False,"Thyroid cancer can present as an exophthalmic goiter (protruding eyeball) in children due to its location near the thyroid gland. The presence of a 2-cm mass involving the ocular muscles of the left eye strongly suggests this condition. 1. Neuroblastoma: This is a type of cancer that originates from immature nerve cells. It typically presents with symptoms such as painless swelling in the abdomen, bone pain, and neurologic deficits. While it can cause exophthalmos, the size and nature of the tumor do not match those described here. 2. Pheochromocytoma: These tumors arise from chromaffin cells in the adrenal medulla and often present with hypertension, palpitations, sweating, and headaches. They usually do not cause exophthalmos unless they compress the optic nerves. 3. Retinoblastoma: This is a rare form of cancer that affects the retina and can lead to retinal detachment. It does not typically cause exophthalmos unless there is associated orbital involvement. 4. Rhabdomyosarcoma: This is a soft tissue sarcoma that can occur in various parts of the body, including the eyes. However, it usually does not involve the ocular muscles directly and would not result in the specific presentation seen here. 5. Thyroid Cancer: Malignant thyroid tumors can indeed cause exophthalmos due to their proximity to the thyroid gland. The presence of striated nuclei in the biopsy specimen further supports this diagnosis, as these features are characteristic of thyroid cancers. Given the clinical presentation, imaging findings, and histopathological characteristics, thyroid cancer is the most likely diagnosis among the options provided.",0.007,0.0241,0.167,0.0538,0.0388,0.0538,0.0538,0.4379,0.5284,0.6425
"An 11-year-old girl is brought to the emergency department by her parents because of a 1-week history of breast enlargement. She has not had pain or nipple discharge. She has asthma treated with inhaled albuterol as needed. She does not smoke cigarettes, drink alcoholic beverages, or use illicit drugs. She is at the 50th percentile for height and weight. Vital signs are within normal limits. Examination of the breasts shows minimal enlargement under the areolae and mild enlargement of the diameter of the areolae without nipple discharge; no masses are palpated. There is scant pubic hair. Which of the following best describes the sexual maturity rating for this patient?",Which of the following best describes the sexual maturity rating for this patient?,"
A. 1 
B. 2 
C. 3 
D. 4 
E. 5
",B,B,True,"This patient's sexual maturity rating can be determined based on several factors including breast development, pubic hair growth, and overall physical characteristics. Let's break down each factor: 1. Breast Enlargement: The patient reports having breast enlargement over the past week, which is consistent with Tanner Stage II (Stage A) according to the Tanner staging system used in pediatric medicine. This stage typically corresponds to the beginning of puberty, where there is early development of secondary sexual characteristics such as breast enlargement. 2. Pubic Hair Growth: The presence of scant pubic hair suggests that the patient may still be in the prepubertal phase but is starting to develop pubic hair around the time of menarche (the first menstrual period). However, given the other criteria, it is more likely she is in the initial stages of puberty rather than fully matured. 3. Overall Physical Characteristics: At the 50th percentile for height and weight, along with the absence of pain or nipple discharge, indicates that the patient is generally healthy and developing normally. The lack of pain and nipple discharge further supports the idea that she is still in the early stages of puberty. Given these observations, the most appropriate classification would be Stage II, which represents the beginning of puberty characterized by breast development and possibly some pubic hair growth. Therefore, the best description for this patient's sexual maturity rating is 2.",0.0,0.0383,0.2621,0.0894,0.0328,0.0569,0.0569,0.461,0.5718,0.7715
"A 5-year-old boy is brought to the emergency department by his mother because of an episode of bloody stool 3 hours ago. The mother says the stool was hard ""like pebbles"" and she noted bright red blood on the tissue when the patient cleaned himself. His previous bowel movement was 5 days ago. The patient has no abdominal or rectal pain now, but he did have abdominal pain during his bowel movement 5 days ago. He has no history of major medical illness and receives no medications. Vaccinations are up-to-date. The patient has no recent history of travel. He is at the 5th percentile for height and the 10th percentile for weight; BMI is at the 50th percentile. Vital signs are within normal limits. Abdominal examination shows hypoactive bowel sounds and a soft, slightly distended abdomen that is not tender to palpation. Rectal examination shows 1 cm of bright red rectal mucosa protruding from the right side of the anus; there is no rectal bleeding. The remainder of the examination shows no abnormalities. Which of the following is the most likely cause of this patient's physical findings?",Which of the following is the most likely cause of this patient's physical findings?,"
A. Constipation 
B. Cystic fibrosis 
C. Hirschsprung disease 
D. Hookworm infestation 
E. Intussusception
",A,A,True,"Constipation is the most likely cause of the patient's symptoms based on the information provided. Here’s a detailed breakdown: 1. Abdominal Examination: The patient presents with hypoactive bowel sounds and a soft, slightly distended abdomen without significant tenderness. These findings suggest constipation rather than other conditions like Hirschsprung disease (option C), which typically causes severe abdominal pain and rigidity due to lack of ganglionated plexuses in the colon. 2. Rectal Examination: The presence of 1 cm of bright red rectal mucosa protruding from the right side of the anus indicates hemorrhoids or possibly a prolapsed internal hemorrhoid. This finding is consistent with chronic constipation leading to increased pressure in the lower gastrointestinal tract, causing hemorrhoidal development. 3. Vital Signs: The vital signs are within normal limits, ruling out systemic issues such as infections or inflammatory diseases that might present differently. 4. Previous Bowel Movement: The patient had a bowel movement 5 days ago, suggesting regularity before the onset of symptoms. This supports the diagnosis of constipation rather than acute appendicitis or other acute conditions. 5. No Recent Travel History: There is no mention of recent travel, so it is unlikely that the condition is related to food poisoning or another infectious process. 6. Age and Developmental Status: The child is 5 years old, which falls within the typical age range for developing constipation. Additionally, the child is at the 5th percentile for height and the 10th percentile for weight, indicating mild underweight status, which can be associated with constipation if dietary intake is inadequate. 7. Hypoactive Bowel Sounds and Soft Abdomen: These findings are characteristic of constipation, where the muscles of the intestines become less active, resulting in decreased bowel sounds and a softer abdomen. 8. Bright Red Blood on Tissue: The presence of bright red blood on the tissue suggests hematochezia, which is common in children with constipation-related rectal prolapse or hemorrhoids. In conclusion, given the clinical presentation, including the history of bloody stool, the absence of fever, vomiting, or other concerning symptoms, and the supportive evidence from the physical examination, constipation stands out as the most probable cause among the options provided.",0.0074,0.027,0.1354,0.0753,0.0378,0.0484,0.0484,0.4733,0.5404,0.7551
"An 80-year-old woman is brought to the emergency department (ED) 30 minutes after she fell out of her wheelchair at home. This is the second visit to the ED for a fall during the past 3 months. She lives with her daughter and son-in- law, who say they “do the best we can.” The patient has dementia, Alzheimer type, coronary artery disease, type 2 diabetes mellitus, and hypertension. Current medications are amlodipine, aspirin, atorvastatin, donepezil, long-acting insulin, and lisinopril. Five years ago, she underwent bilateral below-the-knee amputations because of infected ulcers of the feet. She uses a wheelchair for ambulation. Ten years ago, she underwent three-vessel coronary artery bypass grafting. She has smoked one-half pack of cigarettes daily for 60 years. She drinks one shot of whiskey nightly. She is thin and appears ill and disheveled. Her temperature is 37.2°C (99.0°F), pulse is 80/min, respirations are 20/min, and blood pressure is 120/80 mm Hg. Pulse oximetry on 2 L/min of oxygen by nasal cannula shows an oxygen saturation of 95%. Physical examination shows temporal wasting. There are scattered ecchymoses over the abdomen and all extremities. No other abnormalities are noted. Which of the following is the most appropriate initial history to obtain from this patient?",Which of the following is the most appropriate initial history to obtain from this patient?,"
A. Abnormal bleeding 
B. Diet 
C. Relationship with her family 
D. Respiratory symptoms 
E. Urinary symptoms
",C,A,False,"Abnormal bleeding is crucial in assessing a patient's overall health status, especially given her history of falls and potential vascular issues due to her coronary artery disease and diabetes. The presence of ecchymoses (bruising) suggests recent or ongoing bleeding, which could be related to uncontrolled hypertension, diabetes, or medication side effects such as anticoagulants like warfarin or nonsteroidal anti-inflammatory drugs (NSAIDs). Additionally, the fact that she has been taking multiple medications including antihypertensive agents, statins, and diuretics increases the risk of bleeding complications. Therefore, obtaining information about abnormal bleeding should be prioritized to assess her hemostatic function and rule out any underlying causes.",0.0,0.0504,0.2083,0.1333,0.0,0.0667,0.0667,0.4837,0.5403,0.5737
"An investigator is studying the impact of glucocorticoids on leukocyte dynamics in an experimental animal model. After dexamethasone administration, the total number of circulating neutrophils increases. Most of the additional neutrophils in circulation are detached; these neutrophils were previously loosely adherent and rolling along the endothelium. The expression of which of the following cell adhesion molecules is most likely decreased in this animal model after dexamethasone administration?",The expression of which of the following cell adhesion molecules is most likely decreased in this animal model after dexamethasone administration?,"
A. Cadherin 
B. Intercellular adhesion molecule-1 
C. L-selectin 
D. MAC-1 
E. Very late antigen-4
",C,C,True,"L-selectin (also known as CD62L) is a glycoprotein that plays a crucial role in leukocyte trafficking and adhesion to endothelial cells. It is primarily expressed on the surface of lymphocytes and monocytes but can also be found on some other types of immune cells like neutrophils under certain conditions. In response to inflammatory stimuli such as dexamethasone, which induces the release of cytokines and chemokines leading to increased inflammation, L-selectin levels may decrease. This change in L-selectin expression could explain why more neutrophils become detached from their initial attachment sites on the endothelium after dexamethasone administration. While cadherins (option A), intercellular adhesion molecule-1 (ICAM-1, option B), Mac-1 (option D), and very late antigen-4 (VLA-4, option E) are all important for cell-cell interactions and adhesion, they do not specifically relate to the detachment of neutrophils from the endothelium in the context of dexamethasone-induced changes. Therefore, among the given options, L-selectin is the most directly related to the observed phenomenon of increased neutrophil detachment.",0.0,0.0638,0.3026,0.1546,0.0208,0.0928,0.0928,0.5266,0.604,0.6812
"A 67-year-old man comes to the office because he is concerned about memory loss. He says he sometimes forgets the names of acquaintances he sees while he is out shopping. He also has occasional word-finding difficulty and forgets to buy some items when he goes shopping unless he makes a list. He lives alone and is able to manage his finances, cook, and shop without help. He works part-time as an accountant. He has gastroesophageal reflux disease and hypertension. Current medications are hydrochlorothiazide and omeprazole. Vital signs are within normal limits. Physical and neurologic examinations show no abnormalities. On mental status examination, he is fully oriented. His speech is normal, and thoughts are organized. His mood is euthymic, and he has a full range of affect. His concentration is intact, and he is able to perform calculations quickly and accurately. He can name objects accurately and follow written and verbal commands. He recalls three of four objects after 5 minutes. Which of the following is the most appropriate physician response to this patient’s concern?",Which of the following is the most appropriate physician response to this patient’s concern?,"
A. “I am concerned about your memory loss. Let’s discuss how to further evaluate your memory.” 
B. “There's no need to worry right now, but let's meet again in 6 months.” 
C. “Unfortunately, your memory loss will likely increase significantly during the next 5 years; let’s discuss some ways to plan for the future.” 
D. “Your episodes of forgetfulness are likely just ‘Senior Moments,’ but we should obtain in-depth laboratory test results and an MRI to be certain.” 
E. “Your examination findings indicate that your memory loss is likely consistent with the normal aging process.”
",E,A,False,"Option A is the most appropriate physician response to this patient's concern. The patient reports experiencing memory lapses such as forgetting names of acquaintances, occasional word-finding difficulties, and forgetting to purchase items without making a list. These symptoms align closely with early stages of mild cognitive impairment (MCI), which often precedes more severe conditions like Alzheimer's disease. Given the patient's age and lifestyle, it is reasonable to suggest that these symptoms could be related to normal aging processes rather than a serious condition. Options B, C, D, and E are less suitable responses for several reasons: - Option B suggests waiting until six months later, which is not advisable given the current symptoms and their potential progression. - Option C implies a dire prognosis, which is premature based on the information provided. It does not address the patient's concerns effectively. - Option D recommends obtaining extensive tests and imaging, which may not be necessary if the symptoms are benign. Additionally, it introduces unnecessary anxiety into the situation. In conclusion, Option A provides a balanced approach by acknowledging the possibility of normal aging while suggesting further evaluation if needed, thus addressing both the patient's immediate concerns and the likelihood of underlying issues.",0.0223,0.0485,0.2754,0.1279,0.0922,0.1005,0.1005,0.5549,0.6173,0.8392
"A 30-year-old woman comes to the office because of a 4-day history of an increasingly severe, painful rash over her body and in her mouth. The rash began over her trunk area but spread within a day to her face and extremities. Two days before development of the rash, she had flu-like symptoms with muscle aches and fatigue as well as a nonproductive cough, sore throat, and runny nose. Ten days ago, she began treatment with trimethoprim- sulfamethoxazole for a urinary tract infection; she takes no other medications. Temperature is 39.0°C (102.2°F), pulse is 120/min, respirations are 25/min, and blood pressure is 165/105 mm Hg. Physical examination shows diffuse brownish red macular exanthema with bullous lesions. Epidermis at an uninvolved site can be removed with mild tangential pressure. Examination of a biopsy specimen of one of the lesions shows necrosis of keratinocytes throughout the epidermis. There is minimal lymphocytic infiltration within the superficial dermis. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Erythema multiforme 
B. Linear IgA bullous dermatosis 
C. Pemphigus vulgaris 
D. Staphylococcal scalded skin syndrome 
E. Toxic epidermal necrolysis
",E,C,False,"Pemphigus vulgaris is an autoimmune blistering disease characterized by the formation of intraepithelial bullae on mucosal surfaces and skin. It typically presents with oral ulcers, erythematous plaques, and blisters that may rupture into erosions. The condition often begins with a few small, painless blisters that gradually increase in size and number. Key features of pemphigus vulgaris include: 1. Bullous eruptions: These are large, fluid-filled blisters that can occur anywhere on the body. 2. Oral involvement: Commonly affects the lips, tongue, and cheeks, leading to ulcers and erosions. 3. Skin manifestations: Often involves the scalp, flexural areas, and sun-exposed regions. 4. Autoantibodies: Presence of specific autoantibodies against desmoglein proteins. 5. Histopathology: Characteristic findings include intraepithelial bullae with loss of intercellular junctions and deposition of immune complexes. In this case, the patient's presentation matches the classic description of pemphigus vulgaris, including the widespread distribution of bullous lesions, oral involvement, and the presence of intraepithelial bullae on biopsy specimens showing loss of intercellular junctions. The absence of systemic symptoms like fever, joint pain, or gastrointestinal involvement further supports this diagnosis. Options A, B, D, and E do not fit the clinical presentation described: A. Erythema multiforme - Typically presents with target-shaped rashes and vesicles, not bullous lesions. B. Linear IgA bullous dermatosis - Presents with linear bullae along the fingers and toes, not generalized. C. Pemphigus vulgaris - Matches all the key features mentioned above. D. Staphylococcal scalded skin syndrome - Usually causes papulovesicular eruptions without significant bullae formation. E. Toxic epidermal necrolysis - Characterized by extensive detachment of the epidermis, which is not present here.",0.0,0.0158,0.0993,0.0443,0.0074,0.0295,0.0295,0.389,0.5125,0.5573
"A 45-year-old woman comes to the office for a follow-up examination 2 weeks after she sustained a vertebral fracture at L1. The fracture occurred spontaneously and there is no history of trauma to the area or other fractures. She gained 27 kg (60 lb) during the 6 months before the fracture occurred. Her only medication is hydromorphone as needed for pain. She is 163 cm (5 ft 4 in) tall and now weighs 100 kg (220 lb); BMI is 38 kg/m2. Temperature is 37.0°C (98.6°F), pulse is 86/min, respirations are 12/min, and blood pressure is 145/98 mm Hg. Physical examination shows central obesity and purple striae over the abdomen bilaterally. The lower extremities appear thin. Results of laboratory studies are shown: Plasma Renin activity 5.0 ng/mL/hr (N=0.6–4.0) Metanephrine 0.3 nmol/L (N<0.4) Serum Cortisol, random 43 μg/dL Adrenocorticotropic hormone 120 pg/mL (N<120) Aldosterone 8 ng/dL (N=2–9) Urine 24-hour free cortisol excretion 340 μg/24 h (N=3.5–45) The most likely cause of the fracture in this patient is an increase in which of the following processes?",5–45) The most likely cause of the fracture in this patient is an increase in which of the following processes?,"
A. Calcium absorption 
B. Calcium excretion 
C. Osteoblast proliferation 
D. Osteoclast proliferation 
E. Phosphorus absorption 
F. Phosphorus excretion
",D,D,True,"The patient's condition suggests a hypercortisolism state due to Cushing's syndrome, which can lead to osteoporosis and increased risk of fractures. This is supported by several key findings: 1. Increased Bone Resorption: Elevated levels of parathyroid hormone (PTH) and calcitonin, both of which are typically elevated in Cushing's syndrome, indicate active bone resorption. 2. Decreased Bone Formation: Low plasma renin activity and low aldosterone levels suggest decreased mineralization and formation of new bone tissue, indicating reduced osteoblastic activity. 3. Hypercalcemia: While not directly stated, the presence of high serum cortisol levels and low PTH levels strongly imply hypercalcemia, another hallmark of Cushing's syndrome. 4. Osteopenia and Osteoporosis: The patient's weight gain and central obesity suggest metabolic bone disease, specifically osteopenia and osteoporosis, which are common complications of long-term hypercortisolism. 5. Adrenal Insufficiency: The adrenal insufficiency seen in patients with Cushing's syndrome often leads to hypokalemia, which can contribute to muscle weakness and potentially affect balance and gait stability, though this was not explicitly mentioned in the case description. Given these factors, the primary issue leading to the vertebral fracture is the excessive breakdown of bone tissue (osteoclast proliferation). This process results in weakened bones that are more susceptible to fractures under stress. Therefore, the correct answer is D. Osteoclast proliferation.",0.0,0.0486,0.1778,0.1092,0.0,0.0672,0.0672,0.4815,0.5383,0.6492
"A 25-year-old woman comes to the emergency department because of a 3-hour history of fever, severe headache, light-headedness, dizziness, shaking chills, and muscle aches. Five hours ago, she was diagnosed with Lyme disease and began doxycycline therapy. She has no other history of serious illness and takes no other medications. Menses occur at regular 28-day intervals. She is currently menstruating and using a tampon. She appears anxious. Temperature is 37.0°C (98.6°F), pulse is 120/min, respirations are 30/min, and blood pressure is 90/60 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 94%. Physical examination shows flushing and diaphoresis. Cardiopulmonary examination shows no other abnormalities. Which of the following is the most likely mechanism of this patient’s current condition?",Which of the following is the most likely mechanism of this patient’s current condition?,"
A. Exacerbation of infection by Borrelia burgdorferi 
B. Infection-mediated sepsis 
C. IgE-mediated allergic reaction to doxycycline 
D. Release of bacterial products producing acute inflammation 
E. Secretion of bacterial endotoxins
",D,D,True,"This patient's presentation suggests a complication known as Jarisch-Herxheimer reaction, which occurs when antibiotics kill large numbers of bacteria in an infected body. The symptoms described—fever, chills, headache, muscle aches, and flushing—are consistent with this reaction. The Jarisch-Herxheimer reaction typically presents within 24-72 hours after starting antibiotic treatment for Lyme disease, especially if there have been previous infections or if the dose of antibiotics is too high. Option A is incorrect because it does not account for the sudden onset of symptoms due to the killing of bacteria. Option B is incorrect because sepsis is characterized by systemic inflammatory response syndrome (SIRS) rather than just acute inflammation from the release of bacterial products. Option C is incorrect because IgE-mediated allergic reactions usually present with immediate hypersensitivity reactions, not delayed-onset symptoms like those seen here. Option E is incorrect because endotoxins are released by gram-negative bacteria, not by gram-positive ones like Borrelia burgdorferi, which causes Lyme disease.",0.0,0.0341,0.1524,0.0994,0.0223,0.0663,0.0663,0.4847,0.5506,0.5945
"A 2-week-old male newborn is brought to the office for a well-child examination. He was delivered following an uncomplicated, spontaneous vaginal delivery at 41 weeks' gestation. The mother has no history of serious illness and did not receive prenatal care. Her only medication is a prenatal vitamin. She has consumed large amounts of vodka nightly for 10 years. Which of the following examination findings is most likely to be present in this patient?",Which of the following examination findings is most likely to be present in this patient?,"
A. Hypospadias 
B. Limb hypoplasia 
C. Neck webbing 
D. Short palpebral fissures 
E. Spasticity
",D,A,False,"Hypospadias is a congenital condition where the urethral opening on the penis is located abnormally, typically lower than normal. This can occur due to incomplete development of the urethra during fetal growth. In cases involving alcohol exposure during pregnancy, such as in this scenario, there may be increased risk factors for various birth defects including hypospadias. While other conditions like limb hypoplasia (option B), neck webbing (option C), short palpebral fissures (option D), and spasticity (option E) could potentially be associated with maternal alcohol consumption, they are less commonly linked specifically to prenatal alcohol exposure compared to hypospadias. Alcohol use during pregnancy has been shown to increase the risk of several congenital anomalies, particularly those affecting the genital tract and urinary system. Therefore, among the given options, hypospadias stands out as the most directly related to maternal alcohol consumption.",0.0,0.0491,0.2237,0.1039,0.0263,0.0649,0.0649,0.4752,0.5414,0.5818
