background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 78-year-old patient with no past history who consults for asthenia and dyspnea of 3 months of evolution, which has progressed to rest in the last few days. In the previous days he also refers chest pain with anginal characteristics with small efforts. On examination, blood pressure of 110/80 mmHg, heart rate of 85 bpm and auscultation with a rough systolic murmur in the right second intercostal space and crackles in both lung bases. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Mitral insufficiency 
B. Aortic stenosis 
C. Aortic insufficiency 
D. Dilated cardiomyopathy of ischemic origin
",B,D,False,"This case presents several key features that point towards dilated cardiomyopathy (DCM) of ischemic origin: 1. Symptoms: The patient has symptoms of asthenia (weakness), dyspnea (shortness of breath), and chest pain, particularly during exertion. These are common manifestations of congestive heart failure associated with DCM. 2. Cardiac Murmurs: The presence of a ""rough systolic murmur"" in the right second intercostal space suggests valvular heart disease. While this could be due to mitral regurgitation or aortic stenosis, it is more commonly associated with DCM because it often involves left ventricular dysfunction leading to increased afterload on the right side of the heart. 3. Crackles in Both Lungs: Crackles are indicative of pulmonary edema, which can occur as part of heart failure. This finding supports the diagnosis of DCM, especially when combined with other clinical findings. 4. Blood Pressure and Heart Rate: The blood pressure of 110/80 mmHg and heart rate of 85 bpm are within normal ranges but do not rule out underlying heart disease. However, they are consistent with the presentation of heart failure rather than isolated cardiovascular issues. 5. History of Angina: The mention of chest pain with anginal characteristics indicates coronary artery disease, which is a major risk factor for developing DCM over time. 6. Ischemic Origin: The term ""ischemic origin"" implies that the heart muscle damage is caused by reduced blood flow to the myocardium, typically due to coronary artery disease. This aligns well with the typical presentation of DCM seen in patients with significant coronary artery disease. In conclusion, while options A (Mitral insufficiency) and B (Aortic stenosis) may present similar murmurs, their specific locations and clinical presentations would differ significantly from those observed here. Option C (Aortic insufficiency) does not fit the context of the described symptoms and signs. Therefore, the most likely diagnosis based on the given information is D. Dilated cardiomyopathy of ischemic origin.",0.0027,0.019,0.1509,0.0498,0.0251,0.0498,0.0498,0.4228,0.5367,0.6517
"In a 30-year-old female patient a calcium level of 11 mg/dl (normal less than 10.5 mg/dl) is found during a routine company examination. PTH determination was 45 pg/ml (VN 10-55 pg/ml). The history is unremarkable except for the fact that the mother and paternal grandfather were diagnosed with hyperparathyroidism and underwent surgery, although they remained hypercalcemic. Which test is most useful in confirming the diagnosis?",Which test is most useful in confirming the diagnosis?,"
A. 25-OH D 
B. 1,25-OH 2D 
C. Urine calcium/creatinine ratio 
D. Phosphate tubular reabsorption 
E. PTHrP
",C,A,False,"The 25-hydroxyvitamin D (25-OH D) test is the most useful diagnostic tool for confirming the diagnosis of primary hyperparathyroidism in this case. Here's why: 1. 25-OH D Test: This test measures the amount of vitamin D metabolized to its active form, calcitriol, which is produced primarily by the kidneys after exposure to sunlight. In patients with primary hyperparathyroidism, there may be an increased production of parathyroid hormone (PTH), leading to higher levels of 25-OH D compared to normal individuals who have adequate vitamin D stores due to regular sun exposure or supplementation. 2. Normal Range: The normal range for 25-OH D varies slightly depending on the laboratory but typically falls between 20-80 ng/mL (or 50-200 nmol/L). 3. Increased Levels in Hyperparathyroidism: In cases of primary hyperparathyroidism, especially when associated with secondary hyperparathyroidism, there can be significant increases in serum 25-OH D levels above the normal range. These elevated levels reflect the body's attempt to compensate for the excess PTH activity, which promotes bone resorption and enhances calcium absorption from the gut. 4. Comparison with Other Tests: - PTH: While high PTH levels are indicative of hyperparathyroidism, they do not directly measure the effect of PTH on vitamin D metabolism. - 1,25(OH)2D: Elevated 1,25(OH)2D levels would suggest active vitamin D activation, which could indicate other conditions like sarcoidosis or certain types of kidney disease rather than primary hyperparathyroidism. - Urine Calcium/Creatinine Ratio: This test assesses renal function indirectly through urine calcium excretion, which might be affected by various factors including diet and hydration, making it less specific for diagnosing hyperparathyroidism. - Phosphate Tubular Reabsorption: This test evaluates how well phosphate is absorbed in the kidney, which is related to overall mineral balance but does not specifically address the role of PTH in vitamin D metabolism. - PTHrP: Parathyroid hormone-related protein (PTHrP) is involved in osteoclast differentiation and bone turnover but is not as commonly used for diagnosing primary hyperparathyroidism. Given these considerations, the 25-OH D test provides the most direct evidence of the impact of PTH on vitamin D metabolism, making it the most useful initial test for confirming the diagnosis of primary hyperparathyroidism in this scenario.",0.0,0.0183,0.1521,0.0472,0.0211,0.042,0.042,0.4058,0.5287,0.6682
"A 58-year-old male with a history of arterial hypertension of 6 years of evolution, who consults for poor control of blood pressure figures despite receiving treatment with an angiotensin-converting enzyme inhibitor, a diuretic and a calcium antagonist. On consultation she presented with blood pressure of 149/100 mmHg. Laboratory tests: creatinine 1.2 mg/dl, potassium 2.2 mEq/l and compensated metabolic alkalosis; the rest of the biochemical study, blood count, coagulation and urinary sediment were normal. Mark the correct statement:",Mark the correct statement:,"
A. The origin of hypertension in this case is excessive aldosterone secretion caused by autonomic hyperfunction of the adrenal medulla 
B. In most cases the anatomical substrate is bilateral hyperplasia of the adrenal cortex 
C. CT scan is part of the diagnostic study in case of biochemical confirmation 
D. Spironolactone is contraindicated in the management of this pathology
",C,B,False,"In this scenario, the patient has been managing his arterial hypertension with an ACE inhibitor, a diuretic, and a calcium channel blocker but still experiences poor blood pressure control. This suggests that there may be additional factors contributing to his elevated blood pressure beyond those medications alone. One such factor could be the presence of aldosterone excess, which can lead to increased sodium retention and subsequent elevation in blood pressure. Option A is incorrect because it incorrectly attributes the cause of hypertension to excessive aldosterone secretion due to autonomic hyperfunction of the adrenal medulla. While this condition (pheochromocytoma) can indeed cause hypertension, it does not typically present with the specific combination of laboratory findings observed here (creatinine levels, potassium levels, and metabolic alkalosis). Option C is also incorrect because while imaging studies like CT scans might be used in some cases to confirm diagnoses, they are not specifically required for confirming biochemical abnormalities related to aldosterone excess. The biochemical confirmation mentioned in the question would likely involve measuring serum aldosterone levels along with other relevant hormones and electrolytes rather than relying on imaging results. Option D is incorrect because spironolactone is generally considered safe and effective for managing hypertension associated with aldosterone excess. It works by blocking the effects of aldosterone on the kidneys, thereby reducing sodium reabsorption and promoting potassium excretion, leading to lower blood pressure. Therefore, it should not be contraindicated in the management of this pathology.",0.0,0.0038,0.0162,0.0082,0.0,0.0082,0.0082,0.3541,0.4735,0.5196
"You evaluate a 66-year-old patient with groin pain accentuated by prolonged standing for a few days per month. A plain radiograph of the hips shows narrowing of the femoroacetabular joint space, sclerosis and ostephytes.","A plain radiograph of the hips shows narrowing of the femoroacetabular joint space, sclerosis and ostephytes.","
A. I make the diagnosis of coxarthrosis and send to the traumatologist to place a hip prosthesis 
B. Start treatment with weak opioids that have shown evidence in stopping the progression of the disease 
C. Treatment with paracetamol, explaining that the evolution is very variable and the surgical indication depends on the functionality and pain control 
D. Because of the radiological features described, I need a hip MRI before making a therapeutic decision
",C,C,True,"This scenario describes a patient presenting with groin pain exacerbated by prolonged standing, which has been occurring for several days per month over an extended period. The key findings from the plain radiograph of the hips include narrowing of the femoroacetabular joint space, sclerosis (hardening) of the bone, and osteophytes (bone spurs). These radiographic changes are characteristic of degenerative joint disease, specifically osteoarthritis (coxarthrosis). Option A is incorrect because it suggests placing a hip prosthesis immediately based solely on these radiological findings. While advanced cases of coxarthrosis may require surgical intervention, this is not indicated for all patients with mild-to-moderate symptoms who do not experience significant functional impairment or severe pain. Option B is also incorrect as it recommends starting treatment with weak opioids without considering other options. Opioids can be effective for managing acute pain but should not be the first line of treatment for chronic conditions like coxarthrosis. They might help manage short-term pain but do not address the underlying pathology. Option D is incorrect because while imaging studies such as MRI can provide more detailed information about soft tissue structures and early signs of cartilage damage, they are not necessary for diagnosing coxarthrosis based on the given radiographic findings alone. The presence of joint space narrowing, sclerosis, and osteophytes strongly supports the diagnosis of coxarthrosis. In conclusion, the most appropriate initial step would be to discuss the patient's symptoms, perform a thorough physical examination, and consider non-surgical treatments such as analgesics, physiotherapy, and weight management if applicable. If conservative measures fail to alleviate symptoms or if there is significant functional limitation, then further diagnostic imaging like MRI could be considered to assess the extent of the condition and guide potential surgical interventions.",0.0223,0.0505,0.2553,0.0915,0.0724,0.0915,0.0915,0.5403,0.5998,0.8483
"A 19-year-old female university student comes to the clinic accompanied by her parents, reporting feeling progressively more asthenic in the last two months, with loss of appetite and weight and with greater difficulty in concentrating on her studies. The anamnesis also highlights that she has lost interest in going out with friends, has ideas of death without self-harming ideation and pessimistic cognitions of the future. Her weight is 90% of that considered ideal for age and gender. She does not present weight phobia or body image distortion. The most appropriate diagnosis is:",The most appropriate diagnosis is:,"
A. Anorexia nervosa 
B. Anxiety disorder 
C. Borderline personality disorder 
D. Dysthymia 
E. Major depressive disorder
",E,A,False,"Anorexia nervosa is characterized by an intense fear of gaining weight, leading to severe restriction of food intake, which results in significantly low body weight. This condition often includes significant weight loss, amenorrhea (absence of menstruation), and distorted body image. In this case, the patient's weight is 90% of what is considered ideal for her age and gender, indicating significant underweight. Additionally, the symptoms of loss of appetite, difficulty concentrating, and suicidal thoughts are consistent with anorexia nervosa. Option B (Anxiety disorder) is incorrect because while anxiety disorders can cause similar symptoms, they typically do not include the specific combination of weight loss, poor concentration, and suicidal ideation seen here. Option C (Borderline Personality Disorder) is incorrect because it involves unstable relationships, identity issues, and impulsive behavior rather than restrictive eating patterns and cognitive distortions typical of anorexia nervosa. Option D (Dysthymia) is incorrect because dysthymia is characterized by persistent feelings of sadness and hopelessness, but it usually does not involve significant changes in weight or cognitive distortions like those observed in this case. Option E (Major Depressive Disorder) is incorrect because major depression generally involves more prominent mood swings, sleep disturbances, and psychomotor agitation or retardation compared to the relatively static nature of anorexia nervosa.",0.0,0.0041,0.0337,0.0189,0.0,0.0189,0.0189,0.3587,0.4768,0.5144
"In a patient with known advanced chronic kidney disease (CKD G4, eGFR 20 ml/min) who comes to the emergency department for general weakness and is found to have severe hyperkalemia (K 7 mEq/l) with electrocardiographic abnormalities. What would be the first measure to take?",What would be the first measure to take?,"
A. Administration of cation exchange resins 
B. Placement of a catheter to initiate dialysis 
C. Administration of intravenous calcium gluconate 
D. Administration of oral furosemide
",C,B,False,"Severe hyperkalemia in patients with CKD G4 stage, where eGFR is 20 ml/min, requires immediate intervention due to the risk of life-threatening arrhythmias. The primary goal is to reduce serum potassium levels as quickly as possible to prevent cardiac arrest. 1. Placement of a catheter to initiate dialysis (Option B): This is the most appropriate initial step because it allows rapid removal of excess potassium from the bloodstream through hemodialysis. Dialysis helps to lower blood potassium levels more effectively than other methods and can be started immediately once the patient is stable enough to undergo this procedure safely. 2. Administration of cation exchange resins (Option A): While these medications can help remove potassium from the gut, they do not address the issue of high potassium levels in the blood directly. They also require careful monitoring and may cause gastrointestinal side effects. 3. Administration of intravenous calcium gluconate (Option C): Calcium gluconate can help counteract the effects of high potassium on nerve and muscle function but does not directly lower serum potassium levels. It should only be used if there are signs of impending cardiac arrest. 4. Administration of oral furosemide (Option D): Furosemide is an diuretic that increases urine output and helps to excrete potassium via the kidneys. However, its effectiveness in lowering serum potassium is limited compared to hemodialysis, especially when potassium levels are very high. Given the severity of the hyperkalemia and the need to rapidly reduce potassium levels to prevent fatal complications, placement of a catheter to initiate dialysis (Option B) is the optimal first measure. This approach provides the fastest and most effective means of managing the condition while ensuring the patient's safety.",0.0,0.0159,0.1079,0.0347,0.007,0.0278,0.0278,0.3939,0.5133,0.5719
"A 26-year-old woman consults for a feeling of generalized weakness that has progressively set in over the course of three weeks, becoming particularly intense in the last two days. For the last couple of years, she reports episodes of joint pain in the hands that have required the use of anti-inflammatory drugs, as well as the appearance of an erythematous lesion of unclear cause in the neckline area, mainly in summer. In the physical examination there was only an evident cutaneous-mucosal pallor and a heart rate of 100 bpm. The hemogram shows: Hb 6 gr/dL, Hto 27 %, MCV 105 fL, 3,420 leukocytes/mm3 (2300 neutrophils/mm3, 800 lymphocytes/mm3, 250 monocytes/mm3, 50 eosinophils/mm3, 20 basophils/mm3), platelets 170,000/mm3. Biochemistry: AST 30 IU/L, ALT 35 IU/L, GGT 59 IU/L, alkaline phosphatase 105 IU/L, LDH 490 IU/L, urea 20 mg/dL, creatinine 0.8 mg/dL. Taking into account the available information, indicate which of the following additional analytical parameters you would need to know in order to make the most appropriate immediate decision:","Taking into account the available information, indicate which of the following additional analytical parameters you would need to know in order to make the most appropriate immediate decision:","
A. Vitamin B12 
B. Antinuclear antibodies 
C. Direct Coombs' test 
D. Anti-DNA antibodies
",C,A,False,"To make the most appropriate immediate decision regarding this patient's condition, we need to consider several factors including her symptoms, laboratory findings, and potential underlying conditions. Here’s a detailed breakdown of why vitamin B12 levels are crucial: 1. Generalized Weakness: This symptom could be indicative of various conditions such as anemia, autoimmune disorders, infections, or metabolic issues. Vitamin B12 deficiency can lead to megaloblastic anemia, characterized by fatigue, weakness, and neurological symptoms like numbness and tingling. 2. Joint Pain and Anti-Inflammatory Drugs: Joint pain often correlates with inflammatory processes, which may suggest rheumatoid arthritis, lupus, or other autoimmune diseases. Vitamin B12 plays a critical role in red blood cell production and DNA synthesis, so its deficiency can affect hematopoiesis and potentially exacerbate these conditions. 3. Erythematous Lesion: While not directly related to vitamin B12 status, it suggests possible skin involvement, possibly due to autoimmune conditions or other systemic illnesses. Vitamin B12 deficiency can manifest through peripheral neuropathy, leading to sensory disturbances, but it does not typically cause erythematous lesions on its own. 4. Laboratory Findings: - Hemoglobin (Hb) and Hematocrit (Hct): Low Hb and Hct are consistent with anemia. - Red Blood Cell Distribution Width (RDW): High RDW indicates microcytic anemia, which is common in vitamin B12 deficiency. - White Blood Cells (WBCs): Elevated WBC count with a predominance of neutrophils might suggest infection or inflammation. - Platelet Count: Normal range, indicating no significant bleeding tendency. - Biochemical Tests: Elevated liver enzymes (AST, ALT, GGT, LDH) suggest hepatomegaly or hepatic dysfunction, which could be secondary to anemia or another underlying condition. - Urea and Creatinine Levels: Elevated levels suggest renal impairment, which could be due to anemia or other causes. Given these considerations, vitamin B12 levels are essential because they help determine if the patient has a nutritional deficiency that could be contributing to her symptoms. Additionally, elevated liver enzymes point towards potential liver damage, which could be exacerbated by anemia caused by vitamin B12 deficiency. While options B, C, and D are also important tests, they do not address the specific clinical picture presented here. Therefore, vitamin B12 levels should be considered the primary focus for making an immediate decision about the patient's condition.",0.0069,0.0365,0.1857,0.0716,0.036,0.0409,0.0409,0.4579,0.5286,0.6801
"A 64-year-old male presents with fever, cough, dyspnea and right pleuritic pain of 1 week's evolution. Chest X-ray shows a loculated right pleural effusion occupying two thirds of the hemithorax. During thoracentesis, a yellowish fluid is drawn and analysis shows: leukocytes 15,000/uL, 92% neutrophils, glucose 30 mg/dL, pH 7, lactate dehydrogenase 3500 U/L, adenosine deaminase 45 U/L and absence of germs on GRAM stain. What is the most appropriate next course of action in this patient?",What is the most appropriate next course of action in this patient?,"
A. Intravenous antibiotic therapy 
B. Intravenous antibiotic therapy and repeat diagnostic thoracentesis in 24 hours 
C. Intravenous antibiotic therapy and repeat diagnostic thoracentesis if there is no improvement in 48 hours 
D. Intravenous antibiotic therapy and evacuative (therapeutic) thoracentesis if any germ is isolated in the pleural fluid culture 
E. Intravenous antibiotic therapy and placement of a chest tube or catheter to drain all pleural fluid
",E,E,True,"In this scenario, the patient has a loculated right pleural effusion that occupies two-thirds of the hemithorax, accompanied by high white blood cell count (leukocytosis), elevated lactate dehydrogenase (LDH), and an acidic pH (low pH). These findings suggest a severe infection involving the pleura and possibly other organs due to sepsis. The presence of pus cells (neutrophils) further supports a bacterial infection. Given these clinical and laboratory findings, the most appropriate next course of action would be: E. Intravenous antibiotic therapy and placement of a chest tube or catheter to drain all pleural fluid This approach is chosen because: 1. Antibiotic Therapy: Immediate intravenous antibiotics should be administered to treat the underlying infection. Commonly used antibiotics include vancomycin for methicillin-resistant Staphylococcus aureus (MRSA) and ceftriaxone for Gram-negative bacilli. The choice of antibiotics depends on the suspected pathogens based on cultures and sensitivity tests. 2. Thoracentesis: While initially performed to obtain pleural fluid for analysis, repeated thoracentesis may not be necessary as it can lead to recurrent infections. Instead, drainage through a chest tube or catheter allows continuous removal of infected fluid, reducing the risk of reinfection and improving overall outcomes. 3. Monitoring and Follow-up: Regular monitoring of vital signs, complete blood counts, and pleural fluid cultures will help guide treatment decisions. If symptoms do not improve within 48-72 hours despite initial antibiotic therapy, additional imaging studies such as CT scans might be considered to assess the extent of disease involvement. Options A, B, C, and D are less suitable given the severity of the condition described: - Option A (Intravenous antibiotic therapy) alone without drainage is insufficient for managing a large pleural effusion and potential complications like pneumothorax or mediastinal shift. - Option B (Repeat diagnostic thoracentesis in 24 hours) does not address the need for immediate intervention against infection. - Option C (Repeat diagnostic thoracentesis if there is no improvement in 48 hours) is premature since the primary goal is to manage the infection rather than wait for resolution. - Option D (Intravenous antibiotic therapy and evacuation (therapeutic) thoracentesis if any germ is isolated in the pleural fluid culture) involves unnecessary invasive procedures and risks while the patient remains symptomatic and potentially deteriorating. Therefore, the combination of intravenous antibiotics and chest tube placement provides the most comprehensive management strategy for this critically ill patient with a severe infection complicated by a large pleural effusion.",0.0088,0.0241,0.1556,0.0539,0.0345,0.049,0.049,0.4514,0.5666,0.6693
"A 52-year-old patient is admitted to the Hospital for severe pneumonia. With appropriate antibiotic treatment, the patient's respiratory symptoms improved. After 4 days of stay in the ward, his evolution is complicated by the appearance of a severe diarrhea. What is the most frequent microorganism responsible for this condition?",What is the most frequent microorganism responsible for this condition?,"
A. Salmonella enterica 
B. The bacterium itself causing pneumonia that has become resistant to the antibiotic 
C. Campylobacter jejuni 
D. Clostridium difficile 
E. Yersinia enterocolitica
",D,D,True,"Clostridium difficile is the most frequent microorganism responsible for pseudomembranous colitis, which can lead to severe diarrhea after antibiotic use. This condition occurs when antibiotics disrupt the normal balance of gut flora, allowing C. difficile to proliferate and produce toxins that cause inflammation and damage to the colon lining. Here’s a breakdown of why the other options are less likely: A. Salmonella enterica - While Salmonella can cause gastroenteritis, it is not typically associated with severe diarrhea following antibiotic therapy unless there is an underlying infection like typhoid fever or paratyphoid fever. B. The bacterium itself causing pneumonia that has become resistant to the antibiotic - Pneumonia caused by resistant bacteria would be more directly related to the original infection rather than secondary to antibiotic use. C. Campylobacter jejuni - Although Campylobacter can cause gastrointestinal infections, it does not commonly lead to severe diarrhea post-antibiotic use. E. Yersinia enterocolitica - Similar to Salmonella, Yersinia primarily causes foodborne illnesses but is not usually linked to severe diarrhea following antibiotic use. Therefore, among the given options, Clostridium difficile stands out as the most frequently implicated microorganism in cases of severe diarrhea following antibiotic treatment.",0.0191,0.0377,0.2481,0.09,0.0707,0.09,0.09,0.4912,0.5753,0.6781
"A 7-year-old boy brought to the emergency department after falling off a swing onto his right hand. He has no history of interest. He presents with fork dorsum deformity of the wrist and functional impotence, with normal distal neurovascular status. What lesion would you expect to find on the urgent x-ray you request?",What lesion would you expect to find on the urgent x-ray you request?,"
A. Fracture - dislocation of Monteggia 
B. Radial head fracture 
C. Epiphysiolysis of the distal radius 
D. Fracture in green stem of ulna
",C,C,True,"The lesion that would be expected on an urgent X-ray for this scenario is epiphyseolysis (growth plate injury) of the distal radius. This condition typically occurs when there is a sudden increase in force applied to the growth plate during childhood activities like swinging on a swing set. The most common mechanism leading to this type of injury is a fall where the child's arm is extended forward, causing excessive stress on the growing bone at the end of the radius. Key points about epiphyseolysis: 1. Mechanism: It often results from a direct impact or twisting motion that causes the growth plate to separate from the metaphysis. 2. Symptoms: Common symptoms include pain, swelling, and deformity such as a ""forked"" appearance of the wrist due to the separation of the growth plates. 3. X-ray findings: On an X-ray, the growth plate appears as a radiolucent area between the metaphysis and diaphysis. In severe cases, it may appear as a linear defect extending into the shaft of the radius. 4. Treatment: Treatment usually involves immobilization using a cast or splint until the growth plate heals, which can take several months depending on the severity of the injury. Options A, B, and D do not fit the clinical presentation described: - Fracture - dislocation of Monteggia (Option A): This refers to a specific type of radial fracture-dislocation complex involving both the radial head and the capitulum of the humerus. While it could potentially cause similar signs, it does not explain the specific deformity seen here. - Radial head fracture (Option B): Although possible, it is less likely given the description of a ""forked"" deformity rather than a simple fracture. - Fracture in green stem of ulna (Option D): This describes a fracture occurring in the proximal part of the ulna, which is more commonly associated with trauma to the elbow or forearm rather than a wrist injury. Therefore, epiphyseolysis of the distal radius is the most appropriate diagnosis based on the patient's history and physical examination findings.",0.0,0.0156,0.1138,0.0456,0.0172,0.0399,0.0399,0.4782,0.5317,0.6983
"A 30-year-old woman comes to the clinic reporting anxiety, weight loss of about 6 kg and a feeling of ""nervousness"" in the last three months. In the physical examination she has tachycardia, hyperreflexia and absence of goiter. In the blood test TSH values are < 0.01 microU/mL, T4 is elevated and thyroglobulin levels are low. A scintigraphy shows an absence of uptake in the thyroid region. What seems to you the most likely diagnosis?",What seems to you the most likely diagnosis?,"
A. Factitious thyrotoxicosis 
B. Hyperthyroidism due to Graves' disease 
C. Ovarian teratoma (ovarian stromal tumor) 
D. Subacute thyroiditis
",A,B,False,"Graves' disease is an autoimmune disorder that causes overactivity of the thyroid gland, leading to hyperthyroidism. The key features supporting this diagnosis include: 1. TSH Levels: Thyroid-stimulating hormone (TSH) levels are extremely low (< 0.01 microU/mL), which is characteristic of hyperthyroidism. 2. Thyroxine (T4) Levels: Total T4 levels are elevated, indicating increased production of thyroid hormones. 3. Thyroglobulin Levels: Thyroglobulin levels are low, suggesting decreased synthesis of thyroid hormones. 4. Scintigraphy Findings: Scintigraphy showing an absence of uptake in the thyroid region indicates hypothyroidism rather than hyperthyroidism, further confirming the diagnosis of Graves' disease. 5. Physical Examination: The patient presents with symptoms consistent with hyperthyroidism such as palpitations, nervousness, and weight loss. Options Analysis: - Factitious thyrotoxicosis (Option A): This refers to the intentional exaggeration of symptoms for attention or financial gain. While it can occur, there's no evidence of deliberate exaggeration in this case. - Hyperthyroidism due to Graves' disease (Option B): This matches all the clinical findings described, including the high TSH levels, elevated T4, low thyroglobulin, and the typical physical signs of hyperthyroidism. - Ovarian teratoma (ovarian stromal tumor) (Option C): This condition involves tumors composed of multiple germ cell types and does not typically present with hyperthyroidism. - Subacute thyroiditis (Option D): Also known as De Quervain's thyroiditis, it is characterized by pain and swelling of the thyroid gland but usually results in normal TSH levels and may show some degree of uptake on scintigraphy. Given these points, Option B stands out as the most likely diagnosis based on the provided information.",0.0032,0.0158,0.1115,0.0379,0.0229,0.0379,0.0379,0.3855,0.5007,0.6421
A man presents on neurological examination with a thermoalgesic sensory deficit in the left leg associated with a loss of vibratory and positional sensitivity in the right leg. At the same time he presents with clumsiness and loss of distal strength in the right leg and a right plantar cutaneous reflex in extension. Which of the following statements is correct:,Which of the following statements is correct:,"
A. It is a centromedullary syndrome type syringomyelia 
B. It is a hemimedullary syndrome 
C. It is a pattern of transverse medullary lesion 
D. It is a pattern of lateral bulbar lesion
",B,B,True,"This patient's presentation suggests a condition known as ""hemipedestal syndrome,"" which is characterized by bilateral lower extremity sensory deficits but only one-sided motor dysfunction. The key features include: 1. Thermoalgesic sensory deficit (pain sensation) in the left leg. 2. Loss of vibratory and positional sensitivity in the right leg. 3. Clumsiness and loss of distal strength in the right leg. 4. Right plantar cutaneous reflex in extension. These symptoms align closely with the clinical presentation of hemipedestal syndrome, also known as hemiparesthesia syndrome. This syndrome typically involves unilateral sensory loss (thermoalgesic, vibration, and position sense) and contralateral motor weakness, often accompanied by a positive Babinski sign (right plantar cutaneous reflex). Hemipedestal syndrome can be caused by various conditions such as spinal cord injury, stroke, or other neurodegenerative diseases that affect the corticospinal tract bilaterally while sparing the anterior horn cells. In this case, the patient has a loss of proprioception and fine touch sensations on the right side due to damage to the posterior columns of the spinal cord, leading to the characteristic sensory deficits described above. Options A, C, and D do not accurately describe the presented symptoms: - Option A refers to syringomyelia, which is an abnormal fluid-filled cyst within the spinal cord, usually causing progressive paralysis rather than isolated sensory deficits. - Option C describes a transverse myelitis, which would involve both sides being affected symmetrically, unlike the unilateral nature of this patient's symptoms. - Option D pertains to lesions affecting the lateral spinothalamic tracts, which would result in more widespread sensory deficits rather than the specific pattern seen here. Therefore, the most accurate description for this patient's condition is hemipedestal syndrome, making option B the correct choice.",0.0,0.0153,0.0873,0.0345,0.0069,0.0345,0.0345,0.3532,0.4914,0.5771
65-year-old man with a history of pancreatic neoplasm undergoing chemotherapy. What diagnostic test is more cost-effective to confirm the diagnostic suspicion?,What diagnostic test is more cost-effective to confirm the diagnostic suspicion?,"
A. D-dimer 
B. Magnetic resonance imaging 
C. Phlebography 
D. Venous Doppler ultrasound 
E. Helical CT
",D,E,False,"Helical Computed Tomography (CT) is the most cost-effective and accurate diagnostic tool for confirming the presence of a pancreatic neoplasm in a 65-year-old man who has undergone chemotherapy. Here's why: 1. Cost-effectiveness: CT scans are generally less expensive than other imaging modalities like MRI or venous Doppler ultrasound. The helical CT scan can be performed quickly, providing high-resolution images that are crucial for diagnosing pancreatic tumors. 2. Accuracy: Helical CT offers superior spatial resolution compared to older techniques such as plain radiographs or conventional CT scans. It provides better visualization of the pancreas and surrounding structures, making it easier to detect small lesions or changes in the anatomy related to pancreatic cancer. 3. Detection of Pancreatic Neoplasms: Helical CT is highly sensitive and specific for detecting pancreatic masses, which is essential given the patient's history of a previous pancreatic neoplasm. This sensitivity helps in ruling out recurrence or new primary tumors. 4. Comprehensive Imaging: Unlike some other tests, helical CT can provide comprehensive information about the entire pancreas, including the head, body, tail, and uncinate process. This allows for a thorough evaluation of the tumor location and extent, which is critical for treatment planning. 5. Integration with Chemotherapy Monitoring: In this scenario, the patient has already undergone chemotherapy, so any new findings from imaging would need to be interpreted within the context of his current health status. A helical CT scan can help assess whether there have been any changes in the pancreas due to the chemotherapy regimen. While D-dimer might be useful for assessing deep vein thrombosis or pulmonary embolism, it is not typically used for evaluating pancreatic conditions. Magnetic Resonance Imaging (MRI), phlebography, and venous Doppler ultrasound are less commonly used for pancreatic imaging and may not offer the same level of detail or accuracy as helical CT in this context.",0.0,0.0144,0.0769,0.0372,0.0062,0.031,0.031,0.4851,0.5319,0.6362
A 10-year-old boy with brief episodes of distractions (< 1 minute) in which he does not respond to calls and blinks. An EEG shows spike-wave discharges at 3 cycles per second. First-line elective treatment would with:,First-line elective treatment would with:,"
A. Valproate 
B. Carbamazepine 
C. Phenytoin 
D. Gabapentin 
E. Clonazepam
",A,A,True,"Valproate (also known as divalproex sodium) is an effective first-line medication for treating absence seizures, also known as petit mal epilepsy. Absence seizures are characterized by sudden, brief lapses into unconsciousness lasting from seconds to minutes. The spikes on the EEG that you described match the typical pattern seen during absence seizures. Here's why the other options are less suitable: B. Carbamazepine - While carbamazepine can be used for absence seizures, it has more side effects compared to valproate and may not be as well-tolerated by children. C. Phenytoin - Phenytoin is primarily used for grand mal seizures but can sometimes be used for absence seizures, especially if they occur frequently. However, its efficacy and safety profile might not be as strong as those of valproate. D. Gabapentin - Gabapentin is generally used for neuropathic pain and partial seizures, not absence seizures. E. Clonazepam - Clonazepam is typically used for generalized tonic-clonic seizures and status epilepticus, not absence seizures. In conclusion, valproate stands out as the most appropriate choice due to its proven effectiveness in treating absence seizures and its favorable safety profile for pediatric patients.",0.0,0.0048,0.0383,0.0208,0.0105,0.0208,0.0208,0.4086,0.5039,0.5485
